user,latitude,longitude
highroad0507,48.851405,2.358559
julesoflifee,48.84213867,2.32206345
liliamtpp,48.81080205,2.45629282
berkwerk,48.8554192,2.3368199
liliamtpp,48.81076933,2.45608471
BuddhaBarHotelP,48.8694916,2.3206501
collincannaday,48.855202,2.370383
tanukichi10,48.87194324,2.34160334
JohannaLB,48.91494718,2.56520091
richpease,48.85421158,2.35261917
jackieboursche2,48.89600921,2.38032048
LoloUCorsu,48.7878099,2.44437218
thecrazysoprane,48.80682748,2.38880151
Boubouteatime,48.93078555,2.49420893
jackieboursche2,48.89576225,2.38034428
Misslolipod,48.7764256,2.4563209
BCritique,48.873225,2.325706
tanukichi10,48.87247635,2.34220489
LesMarqueurs,48.8475,2.342292
oozora_otenki,48.85341,2.3488
tanukichi10,48.87200189,2.34206954
highroad0507,48.851405,2.358559
trendinaliaFR,48.8569,2.3412
klapshop,48.89034462,2.36419575
highroad0507,48.851405,2.358559
Misslolipod,48.7764608,2.4562717
filippofior,48.86617595,2.31134641
highroad0507,48.851405,2.358559
Misslolipod,48.7764969,2.4562595
JulCafetaoGB,48.8567,2.3508
kartenquizde,48.8567,2.35099
WarEternal_Sana,48.77216484,2.47130812
ArthurVBuren,48.83337152,2.34350005
highroad0507,48.851405,2.358559
BeverlyIDF,48.85483,2.35738
LuluFromMontmar,48.89264697,2.32033489
highroad0507,48.851405,2.358559
Sylvain_clwrt,48.8228634,2.3165521
SaguezPartners,48.83866515,2.30698839
120lazone,48.9293484,2.3819567
Manuella_beck,48.8548638,2.47871954
thom765,48.87139502,2.332247
M_Orphelin,48.85792311,2.30848727
BCritique,48.873225,2.325706
BCritique,48.873225,2.325706
koinho,48.866142,2.312498
BCritique,48.84433,2.330521
signorfandi,48.89041679,2.3937744
120lazone,48.9293484,2.3819567
MKingLama,48.866095,2.3960737
trendinaliaFR,48.8569,2.3412
trendinaliaFR,48.8569,2.3412
jdeservesit,48.86812651,2.32077225
