user,latitude,longitude
NicoBlmt,48.8411217,2.28476
BorisBiron,48.863121,2.3708701
einPariser,48.8017186,2.12773165
HiLoInteriors,48.85822222,2.2945
_sonokinoko,48.8567,2.3508
JJF971_,48.89436306,2.31358767
BeverlyIDF,48.86483,2.34738
JJF971_,48.894002,2.327988
Tezin_,48.8590256,2.29811714
MadameBienEtre,48.8480606,2.3099999
alQahtani_lady,48.87979455,2.40301665
DaRochaJordan,48.86645972,2.36474802
pictoursparis,48.8567,2.3508
MrsAurelie,48.86148756,2.33529121
fireblade2009,48.84890423,2.30587604
nekhezin,48.86738256,2.36392736
RedRedolfi,48.8567,2.3508
DaRochaJordan,48.86746503,2.36418438
HUPERTAN,48.86746503,2.36418438
tinoushnazmjou,48.8965797,2.3417699
trendinaliaFR,48.8569,2.3412
trendinaliaFR,48.8569,2.3412
AimeeCHeath,48.84894989,2.32189641
NRKesp1,48.855722,2.345051
feliamaulidaaa,48.87405,2.33188
_melaniefaure,48.84913844,2.29389954
alinablaga,48.87021013,2.31821134
AimeeCHeath,48.84894997,2.32188365
irenitaa08,48.8567,2.3508
HUPERTAN,48.86746503,2.36418438
AndyKilis,48.85666667,2.35083333
ismael_fajardo1,48.82882427,2.2241314
FonzOlvera,48.8671684,2.35833
mellyyyyyyy23,48.8567,2.3508
BobbiBicker,48.8567,2.3508
helene77,48.84456761,2.37435579
RubenGnst,48.85686415,2.30300775
Le_BlancRachel,48.90227651,2.21428372
Tsvetya,48.8567,2.3508
Mischlsaun,48.8819695,2.33535
maachim635,48.8567,2.3508
Stephan_LY,48.85800323,2.2939882
VincentKHENG,48.87550858,2.32839882
LanaBanania,48.863121,2.3708701
AngieMcMonigal,48.8590256,2.29811714
RJseo,48.8620936,2.2832776
remixjobs,48.8620936,2.2832776
sofianechabane,48.8908195,2.3745799
Cesarmand,48.8612275,2.2830938
LibertyBellzzz,48.86615618,2.31236463
C_coment,48.7955731,2.2805091
alexanderlund,48.8766905,2.26336598
lolitanieenbl0g,48.863121,2.3708701
NoorOner,48.863121,2.3708701
sarahcasmusic,48.8651619,2.3280699
StelaOne,48.86746503,2.36418438
antoinellorca,48.863121,2.3708701
_AudreyP,48.84325345,2.34513883
JackieOmotalade,48.8567,2.3508
BeverlyIDF,48.88483,2.36738
lionelrigal,48.84811195,2.33098984
lionelrigal,48.845895,2.35096553
lionelrigal,48.84986284,2.34184742
lionelrigal,48.85421158,2.35261917
parigi24,48.85562625,2.36040039
campanrobin,48.86746503,2.36418438
MouryaNumeric,48.81616508,2.30944861
_AudreyP,48.84332896,2.34501746
TomekTR,48.89219083,2.23891492
FonzOlvera,48.851002,2.377762
leparisien_turf,48.8211636,2.4526346
tmj_fra_it,48.856614,2.3522219
Alouicerlia,48.86746503,2.36418438
tmj_fra_jobs,48.856614,2.3522219
POPOVRTR,48.8590256,2.29811714
trendinaliaFR,48.8569,2.3412
tmj_fra_adv,48.89011,2.2030771
trendinaliaFR,48.8569,2.3412
B2Onaparte,48.835237,2.241131
naztmcn,48.72790238,2.36454964
Cybergabi,48.88105155,2.35526217
quenbacla,48.82230664,2.33222323
barrychoi,48.86219263,2.28795251
SebastienBct,48.901595,2.2358
tiffany_hardin,48.8567,2.3508
RomainAntonini,48.84436286,2.27624427
galerieavril,48.884666,2.258167
GaetanLef,48.82806231,2.31708244
RomanGry,48.87349396,2.34380007
Jimdeghaye,48.83300637,2.27726599
MihaiStahie,48.8481099,2.3433241
nicolasdfn,48.86551281,2.27933904
leparisien_turf,48.8505257,2.4426891
kokofrigerio,48.85666667,2.35083333
C_coment,48.7956332,2.2802827
Raf_Heddid,48.76661771,2.50123601
ROCEVERMAG,48.8516278,2.43457675
Jimdeghaye,48.83301796,2.27733966
JrNoisette,48.87474647,2.33085062
RomainAntonini,48.84436286,2.27624427
heapsofelle,48.85403318,2.34812112
CateVaughton,48.86746503,2.36418438
Raf_Heddid,48.76694142,2.49889619
FDavina,48.8769,2.37712
EmilieGld,48.8351593,2.2923601
RomainAntonini,48.84436286,2.27624427
C_coment,48.7956671,2.2802254
Lyslin_ym,48.8567,2.3508
Raf_Heddid,48.76921617,2.48335607
C_coment,48.7955495,2.2803612
amyezannie_,48.8567,2.3508
henry_bapt,48.86148756,2.33529121
AimeeCHeath,48.84895489,2.32189683
NilsPotemkine,48.87100344,2.36406505
lvazquez_61,48.8590256,2.29811714
C_coment,48.7955795,2.2799094
FesCityGang,48.776476,2.3484998
jeremy_kohlmann,48.86746503,2.36418438
Aqilah_J,48.8738,2.295
FesCityGang,48.7764636,2.3485371
koinho,48.83472222,2.25694444
LadyLovely2288,48.8567,2.3508
luanapoulet,49.0,2.38333
BambiNipples,48.85537954,2.38976835
Milkchef,48.8845482,2.3096499
parigi24,48.85562625,2.36040039
FesCityGang,48.7764562,2.3485362
EdouardSacks,48.849944,2.27244543
luanapoulet,49.0,2.38333
ismael_fajardo1,48.84708603,2.24886441
MissPHL_Greece,48.8567,2.3508
PotemkineFilms,48.87100344,2.36406505
hector_herca,48.8716087,2.3677599
sheymaLiciouS,48.72790238,2.36454964
Ades1976,48.8903329,2.4542869
FabiCallejas,48.8567,2.3508
FDavina,48.87628469,2.37699188
hbaillet,48.87647528,2.32936978
Pairsonnalites,48.95569494,2.4257791
pairsonnalitesF,48.95569494,2.4257791
Pairsonnalites,48.95569494,2.4257791
pairsonnalitesN,48.95569494,2.4257791
pairsonnalitesF,48.95569494,2.4257791
pairsonnalitesN,48.95569494,2.4257791
seraptrk_,48.863121,2.3708701
DWACOent,48.84950963,2.28409364
Coach_Boogs,48.89229137,2.21194367
Gustavahlen,48.85731626,2.35746
JossLaHauteur,48.77975271,2.4574399
HUPERTAN,48.85652795,2.38173169
HUPERTAN,48.85652795,2.38173169
trendinaliaPAR,48.8569,2.3412
AndressaChaban,48.8590256,2.29811714
VictorBJAV,48.8538519,2.3817338
mguiraud,48.8554373,2.3826479
trendinaliaFR,48.8569,2.3412
FesCityGang,48.7764832,2.3485351
Skys_Bait,48.894501,2.343172
jasonfvl,48.86746503,2.36418438
Arrow_Transport,48.89562658,2.25100706
FesCityGang,48.7764533,2.3485672
trendinaliaFR,48.8569,2.3412
trendinaliaFR,48.8569,2.3412
bocoiffeurcom,48.86746503,2.36418438
bocoiffeurcom,48.86746503,2.36418438
postmodernclio,48.8663216,2.33548
Azizahself_,48.8567,2.3508
HAYATO22225545,48.8567,2.3508
FesCityGang,48.7764584,2.3485347
bocoiffeurcom,48.86746503,2.36418438
echalapurple,48.84887,2.34875
raphaelmelloul,48.86746503,2.36418438
AuroreOllv,48.89097336,2.23773461
ClementLanot,48.90906848,2.45086912
Sonielita,48.78930433,2.32705651
helovesnaomi,48.9183884,2.36445
silhouettedsky,48.84276695,2.3123507
ParengJomin_,48.860854,2.335812
Pippin1964,48.89104529,2.24351994
rani__aa92,48.829807,2.350508
linosellitto,48.85388889,2.33333333
metheodore,48.860854,2.335812
thomaschattwill,48.87804647,2.33772038
helovesnaomi,48.85822222,2.2945
EnJoy_Fashion,48.871596,2.367543
scorpionchild,48.85666667,2.35083333
y_azzouzi,48.83405874,2.3657956
CharlierJulien,48.8567,2.3508
BNPPRE_IDF,48.8006949,2.307484
kaycie_lim,48.8567,2.3508
ItsKleinella,48.93211511,2.54468068
CDKopenjobs,48.870364,2.4234589
CharlierJulien,48.8567,2.3508
agathalois1,48.87525,2.31401
XochitlFalligan,48.892849,2.2813301
thomaask,48.86746503,2.36418438
FesCityGang,48.776452,2.3485674
CGouthe,48.88669444,2.343
Mat_A,48.85320958,2.37854814
Laigle17,48.87388681,2.32025758
_melaniefaure,48.84877014,2.29072568
BeverlyIDF,48.88483,2.34738
AwaImaniMusic,48.8567,2.3508
JSolomonCNBC,48.8567,2.3508
Kazuna_KISSme,48.82717854,2.38154666
trendinaliaFR,48.8569,2.3412
killamina,48.88444154,2.36997585
neferofficiel,48.8713351,2.30348902
LibertyBellzzz,48.86613337,2.31252551
BradleyAlphonse,48.9348824,2.497788
FonzOlvera,48.86722857,2.35842933
AWeberGuillouet,48.7765495,2.417839
rickytylers,48.879167,2.309167
PlatineInc,48.7333,2.48333
matteogalanti1,48.8567,2.3508
Kazuna_KISSme,48.82718603,2.3815694
ItsKleinella,48.93212674,2.54467197
ItsKleinella,48.93212674,2.54467197
Tucciii,49.01441528,2.54193571
tmj_fra_sales,48.870364,2.4234589
noetdemie,48.87175819,2.36785913
BeckhamKarim,48.9279703,2.3908465
killamina,48.88630109,2.37107185
killamina,48.88630109,2.37107185
BenoitMen,48.9290533,2.35638421
Kazuna_KISSme,48.8259014,2.3823686
HUPERTAN,48.85652795,2.38173169
BeckhamKarim,48.9280205,2.3908537
haythem_Tweets,48.92455905,2.41493665
bismuthstan,48.83473206,2.40083313
AtagaLucky,48.8687002,2.4554074
bismuthstan,48.83473206,2.40083313
killamina,48.88820764,2.37364484
ItsKleinella,48.93211923,2.54467987
killamina,48.88820764,2.37364484
Youth_Decides,48.9147536,2.4868506
bismuthstan,48.83473206,2.40083313
killamina,48.88824531,2.37364132
ColorfulPoney,48.82945545,2.3769629
elaineperezc,49.00469807,2.56674951
Tucciii,49.00401173,2.57105827
Arnaud_AA,48.7832009,2.46694565
GaetanLef,48.86883565,2.36788645
aurorecloe,48.86742893,2.36383355
killamina,48.88892312,2.37429896
Bdsopon,48.90443049,2.38414919
killamina,48.88927591,2.37469258
FonzOlvera,48.86722857,2.35842933
TiMatT87,48.86746503,2.36418438
killamina,48.89038777,2.37611222
Bdsopon,48.90443,2.38413
killamina,48.89098242,2.37591248
nsabba,48.857367,2.35894918
kenyoniv,48.863121,2.3708701
Bdsopon,48.90442706,2.38413
pairsonnalitesF,48.92425038,2.37138672
pairsonnalitesF,48.92425038,2.37138672
pairsonnalitesF,48.92425038,2.37138672
BeverlyIDF,48.87483,2.35738
Bdsopon,48.90443,2.38412836
beatangers,48.863121,2.3708701
ItsKleinella,48.93208938,2.5446727
TedyFEREOL,48.86875,2.355147
williamroberts,48.86746503,2.36418438
anaisdw,48.8381914,2.39997625
killamina,48.89384176,2.37342358
killamina,48.89384176,2.37342358
Sirimande,48.87184046,2.36780896
Bdsopon,48.90443035,2.38414168
FranceBidet,48.873831,2.295021
BradleyAlphonse,48.9356284,2.4662729
ItsKleinella,48.93212704,2.5446589
Bdsopon,48.90443,2.38412845
trendinaliaFR,48.8569,2.3412
trendinaliaFR,48.8569,2.3412
FatimaOurouh,48.83975968,2.36276963
denosang,48.8569143,2.3522218
LisaSeguin11,48.86565651,2.35820612
B2Onaparte,48.835237,2.241131
Bdsopon,48.90443,2.38413
daisyylette,48.85462501,2.29224197
thiskindof_GIRL,48.85355631,2.36971494
Bdsopon,48.90443,2.38413
DaxTejera,48.86746503,2.36418438
RooseAulnaay,48.95256962,2.49984687
pwnedhurley,48.863121,2.3708701
DanielAngello,48.8567,2.3508
DavidBulentBAG,48.86361111,2.31361111
al_molitor1,48.8954319,2.3284259
IrinaStasula,48.84907532,2.34486389
jadeva944,48.79860478,2.32626506
BradleyAlphonse,48.9287713,2.4171214
Bdsopon,48.90442308,2.38412813
cassandratparis,48.86746503,2.36418438
AdrienHussonM,48.8567,2.3508
Le__Maya,48.83432212,2.27927092
JulsParis,48.86746503,2.36418438
Bdsopon,48.90441833,2.38413033
GaetanLef,48.8702583,2.3687401
Bdsopon,48.90442239,2.38412813
vnz,48.83361901,2.38686097
kevinbardet1,48.8567,2.3508
tmj_fra_pharm,48.893217,2.287864
JackieOmotalade,48.8567,2.3508
citronyj,48.86866606,2.32270407
zedgra,48.88669444,2.343
RomanRvr,48.8844974,2.3010115
MatMathou,48.8567,2.3508
Le__Maya,48.83685497,2.27856874
RomanRvr,48.8844974,2.3010115
Arrow_Transport,49.008797,2.388221
antodelprino,48.8681,2.36546
ridersofbilgi,48.84404028,2.34406838
Afliktafluk,48.86746503,2.36418438
tmj_fra_sales,48.856614,2.3522219
KilianBessin,48.86551281,2.27933904
migmurga,48.88669444,2.343
al_molitor1,48.8953776,2.3285569
Noiike,48.87353945,2.58041218
wijins,48.84197366,2.32214075
wijins,48.84197366,2.32214075
HotelDeNoailles,48.8695908,2.33464
m_a_ny,48.87386533,2.31593431
DaRochaJordan,48.8481099,2.3433241
lintecaffe,48.8734589,2.31793
bellefleurp,48.8567,2.3508
jerometommasino,48.89084114,2.27303906
al_molitor1,48.8954412,2.3284115
trendinaliaPAR,48.8569,2.3412
Bdsopon,48.90441962,2.38412675
Bdsopon,48.90441641,2.3841289
Mario_Wiz,48.8567,2.3508
DaRochaJordan,48.8481099,2.3433241
Bdsopon,48.90443,2.38412799
iiweri,48.87272823,2.29809864
RAPepicerie,48.8764305,2.3393099
Nathan_Jaked,48.748746,2.31315682
AntistarJV,48.89324565,2.27679114
Naarciiss,48.86219263,2.28795251
ThorMacKenzie,48.84912891,2.27512152
parischerie,48.8509102,2.35568
TempletonEd,48.88105155,2.35526217
ThorMacKenzie,48.84936142,2.27500653
GuiPerney,48.8538399,2.3819699
trendinaliaFR,48.8569,2.3412
trendinaliaFR,48.8569,2.3412
nobodysanctuary,48.86217139,2.51267
zoines69,48.9827614,2.4337319
BeverlyIDF,48.88483,2.37738
PierreCanonne,48.863121,2.3708701
SpenceJiStewart,48.85182,2.341996
moulines_vinc,48.80349627,2.48473205
Bdsopon,48.90440711,2.38412743
nep,48.87738313,2.35934462
TJouandet,48.86806238,2.40010001
CedricSOUBEIGA,48.86746503,2.36418438
MMartin,48.80656822,2.24668264
UshiSato,48.84352371,2.38389054
French_Moments,48.85713563,2.3514632
Bdsopon,48.90443,2.38413
kanozis,48.9748462,2.38761335
Jeremytrottin,48.84976018,2.34448627
_ParisFR,48.85693,2.3412
al_molitor1,48.8954383,2.3284119
EmoToure,48.8567,2.3508
al_molitor1,48.8953227,2.3287048
MissGwennP,48.8567,2.3508
TempletonEd,48.88105155,2.35526217
NeOTonYLEE,48.86746503,2.36418438
BrotherOliv,48.84861249,2.3431962
DjAikOfficiel,48.8567,2.3508
LouiseMpb,49.00587724,2.28831791
patvitry,48.85666667,2.35083333
Bdsopon,48.90442257,2.38412799
parigi24,48.85562625,2.36040039
M4YuMii3,48.8451753,2.5161734
matiaspereiraaa,48.8567,2.3508
albeauvaischiva,48.8567,2.3508
marion_renoux,48.8567,2.3508
ladymary_ofglen,48.83733804,2.30599472
davidvalentino2,48.85833333,2.3375
FournarakiNelly,48.8606796,2.35198
KleotOlga,48.862731,2.34278
Bdsopon,48.90441997,2.38412874
akatuki6999,48.8567,2.3508
YoungsterAlways,48.86886987,2.36953329
SAYHELLOC,48.85888889,2.35111111
EmoDeLaToundra,48.89792332,2.3351942
trendinaliaFR,48.8569,2.3412
JuliaNghiem,48.8682899,2.36271
xMeule,48.87708,2.34845
CarolConturbia,48.8567,2.3508
Bdsopon,48.90442135,2.38412778
svdpt,48.83999341,2.35408253
logvnana,48.85403318,2.34812112
gogoshnd21,48.85403318,2.34812112
TaguKen_ham,48.8567,2.3508
Bdsopon,48.90443,2.38412825
DiveBruno,48.8591733,2.3122398
Salmainthesky,48.8981,2.3736
Sirimande,48.8716087,2.3677599
relebeau,48.84804329,2.41780588
justinegdlt,48.866142,2.312498
LEO_VLT,48.831389,2.453611
Hu_Go_M,48.84907893,2.34264823
Cybergabi,48.8793872,2.35578755
Alexandre_FAGE,48.85064643,2.34202696
_AudreyP,48.84321364,2.34512973
desolarow,48.83873401,2.36073685
